Resource,Field,StandardName,DisplayName,Group,DataType,MaxLength,MaxPrecision,Synonyms,FieldStatus,BEDES,Lookup,LookupStatus,PropertyTypes,Payloads,SpanishName,FrenchCanadianName,StatusChangeDate,RevisionDate,AddedInVersion,SourceResource,OrgPct,OrgAdopted,OrgTotal,SourceUrl,FetchedAt
Media,Order,Order,Order,,Number,4,,,Active,,,,,IDX,Orden,,12/26/2018,12/5/2018,,,51,174,344,https://dd.reso.org/DD2.0/Media/Order/,2026-05-04T15:53:58Z
Media,OriginatingSystem,OriginatingSystem,Originating System,,Resource,,,,Active,,,,,,,,4/4/2023,4/4/2023,2.0.0,OUID,,,,https://dd.reso.org/DD2.0/Media/OriginatingSystem/,2026-05-04T15:53:58Z
Media,OriginatingSystemID,OriginatingSystemID,Originating System ID,,String,25,,,Active,,,,,IDX,ID Sistema de Origen,,12/26/2018,12/5/2018,1.5.0,,8,29,344,https://dd.reso.org/DD2.0/Media/OriginatingSystemID/,2026-05-04T15:53:58Z
Media,OriginatingSystemMediaKey,OriginatingSystemMediaKey,Originating System Media Key,,String,255,,ProviderKey,Active,,,,,IDX,Clave de Medio de Sistema de Origen,,12/26/2018,12/5/2018,,,37,127,344,https://dd.reso.org/DD2.0/Media/OriginatingSystemMediaKey/,2026-05-04T15:53:58Z
Media,OriginatingSystemName,OriginatingSystemName,Originating System Name,,String,255,,"ProviderName, MLSID",Active,,,,,,Nombre de Sistema de Origen,,6/21/2016,2/18/2016,,,30,102,344,https://dd.reso.org/DD2.0/Media/OriginatingSystemName/,2026-05-04T15:53:58Z
Media,OriginatingSystemResourceRecordId,OriginatingSystemResourceRecordId,Originating System Resource Record ID,Listing,String,255,,,Active,,,,,,,,12/17/2020,10/11/2024,2.0.0,,1,5,344,https://dd.reso.org/DD2.0/Media/OriginatingSystemResourceRecordId/,2026-05-04T15:53:59Z
Media,OriginatingSystemResourceRecordKey,OriginatingSystemResourceRecordKey,Originating System Resource Record Key,Listing,String,255,,,Active,,,,,,,,12/17/2020,12/17/2020,2.0.0,,23,78,344,https://dd.reso.org/DD2.0/Media/OriginatingSystemResourceRecordKey/,2026-05-04T15:53:59Z
Media,OriginatingSystemResourceRecordSystemId,OriginatingSystemResourceRecordSystemId,Originating System Resource Record System ID,Listing,String,25,,,Active,,,,,,,,12/17/2020,10/11/2024,2.0.0,,,,,https://dd.reso.org/DD2.0/Media/OriginatingSystemResourceRecordSystemId/,2026-05-04T15:53:59Z
Media,Permission,Permission,Permission,,"String List, Multi",255,,,Active,,Permission,Open with Enumerations,,,Permiso,,8/9/2017,3/27/2026,,,25,87,344,https://dd.reso.org/DD2.0/Media/Permission/,2026-05-04T15:53:59Z
Media,PreferredPhotoYN,PreferredPhotoYN,Preferred Photo Yes/No,,Boolean,,,,Active,,,,,,Fotografía Preferida SN,,6/21/2016,3/24/2016,1.5.0,,15,50,344,https://dd.reso.org/DD2.0/Media/PreferredPhotoYN/,2026-05-04T15:53:59Z
Media,ResourceName,ResourceName,Resource Name,,"String List, Single",50,,,Active,,ResourceName,Open with Enumerations,,IDX,Nombre de Recurso,,12/26/2018,12/5/2018,,,26,89,344,https://dd.reso.org/DD2.0/Media/ResourceName/,2026-05-04T15:53:59Z
Media,ResourceRecordID,ResourceRecordID,Resource Record ID,,String,255,,"MLNumber, MLSNumber, ListingNumber, AgentID, OfficeID, ContactID",Active,,,,,IDX,ID de Registro de Recurso,,12/26/2018,12/5/2018,,,43,147,344,https://dd.reso.org/DD2.0/Media/ResourceRecordID/,2026-05-04T15:53:59Z
Media,ResourceRecordKey,ResourceRecordKey,Resource Record Key,,String,255,,"SystemUniqueID, ImmediateSourceID",Active,,,,,IDX,Clave de Registro de Recurso,,12/26/2018,12/5/2018,,,50,172,344,https://dd.reso.org/DD2.0/Media/ResourceRecordKey/,2026-05-04T15:53:59Z
Media,ShortDescription,ShortDescription,Short Description,,String,50,,"Caption, Name,",Active,,,,,IDX,Descripción Corta,,12/26/2018,12/5/2018,,,37,128,344,https://dd.reso.org/DD2.0/Media/ShortDescription/,2026-05-04T15:53:59Z
Media,SourceSystem,SourceSystem,Source System,,Resource,,,,Active,,,,,,,,4/4/2023,4/4/2023,2.0.0,OUID,,,,https://dd.reso.org/DD2.0/Media/SourceSystem/,2026-05-04T15:53:59Z
Media,SourceSystemID,SourceSystemID,Source System ID,,String,25,,MLSID,Active,,,,,IDX,ID Sistema Fuente,,12/26/2018,12/5/2018,1.5.0,,23,80,344,https://dd.reso.org/DD2.0/Media/SourceSystemID/,2026-05-04T15:53:59Z
Media,SourceSystemMediaKey,SourceSystemMediaKey,Source System Media Key,,String,255,,ProviderKey,Active,,,,,IDX,Clave de Medios Sistema Fuente,,12/26/2018,12/5/2018,1.5.0,,7,23,344,https://dd.reso.org/DD2.0/Media/SourceSystemMediaKey/,2026-05-04T15:53:59Z
Media,SourceSystemName,SourceSystemName,Source System Name,,String,255,,"ProviderName, MLSID",Active,,,,,,Nombre Sistema Fuente,,6/21/2016,2/18/2016,1.5.0,,1,2,344,https://dd.reso.org/DD2.0/Media/SourceSystemName/,2026-05-04T15:53:59Z
Media,SourceSystemResourceRecordId,SourceSystemResourceRecordId,Source System Resource Record ID,Listing,String,255,,,Active,,,,,,,,12/17/2020,10/11/2024,2.0.0,,,,,https://dd.reso.org/DD2.0/Media/SourceSystemResourceRecordId/,2026-05-04T15:53:59Z
Media,SourceSystemResourceRecordKey,SourceSystemResourceRecordKey,Source System Resource Record Key,Listing,String,255,,,Active,,,,,,,,12/17/2020,12/17/2020,2.0.0,,,,,https://dd.reso.org/DD2.0/Media/SourceSystemResourceRecordKey/,2026-05-04T15:53:59Z
Media,SourceSystemResourceRecordSystemId,SourceSystemResourceRecordSystemId,Source System Resource Record System ID,Listing,String,25,,,Active,,,,,,,,12/17/2020,10/11/2024,2.0.0,,,,,https://dd.reso.org/DD2.0/Media/SourceSystemResourceRecordSystemId/,2026-05-04T15:53:59Z
Member,HistoryTransactional,HistoryTransactional,History Transactional,,Collection,,,,Active,,,,,"AMS , OM",,,1/11/2020,1/11/2020,1.7.0,HistoryTransactional,,,,https://dd.reso.org/DD2.0/Member/HistoryTransactional/,2026-05-04T15:53:59Z
Member,JobTitle,JobTitle,Job Title,,String,50,,,Active,,,,,"AMS , OM",Cargo,Titre de poste,5/21/2013,6/17/2021,,,5,18,344,https://dd.reso.org/DD2.0/Member/JobTitle/,2026-05-04T15:53:59Z
Member,LastLoginTimestamp,LastLoginTimestamp,Last Login Timestamp,,Timestamp,27,,,Active,,,,,AMS,Marca de Tiempo Último Ingreso,Heure et date de la dernière session,6/21/2016,6/17/2021,,,2,8,344,https://dd.reso.org/DD2.0/Member/LastLoginTimestamp/,2026-05-04T15:53:59Z
Member,Media,Media,Media,,Collection,,,,Active,,,,,"AMS , OM",,,1/12/2020,1/12/2020,1.7.0,Media,8,26,344,https://dd.reso.org/DD2.0/Member/Media/,2026-05-04T15:53:59Z
Member,MemberAOR,MemberAOR,Member AOR,,"String List, Single",50,,AgentAOR,Active,"Contact Label = ""Association of Realtors"" Company Name = [value]",AOR,Open,,"AMS , OM",Miembro de AOR,Chambre/association du membre,8/9/2017,6/17/2021,,,31,108,344,https://dd.reso.org/DD2.0/Member/MemberAOR/,2026-05-04T15:54:00Z
Member,MemberAORMlsId,MemberAORMlsId,Member AOR MLS ID,,String,25,,AgentAORMlsld,Active,"Contact Label = ""Association of Realtors"" Identifier = [value]",,,,"AMS , OM",ID de MLS de Miembro de AOR,ID MLS de la chambre/association du membre,8/9/2017,6/17/2021,,,14,49,344,https://dd.reso.org/DD2.0/Member/MemberAORMlsId/,2026-05-04T15:54:00Z
Member,MemberAORkey,MemberAORkey,Member AOR Key,,String,255,,AgentAORkey,Active,"Contact Label = ""Association of Realtors"" Subaddress Type = ""Key"" Identifier = [value]",,,,"AMS , OM",Clave de Miembro de AOR,Clé de la chambre/association du membre,8/9/2017,6/17/2021,,,13,44,344,https://dd.reso.org/DD2.0/Member/MemberAORkey/,2026-05-04T15:54:00Z
Member,MemberAddress1,MemberAddress1,Member Address 1,,String,50,,AgentAddress1,Active,Address Line 1 = [value],,,,"AMS , OM",Dirección de Miembro 1,Adresse du membre 1,8/9/2017,6/17/2021,,,91,313,344,https://dd.reso.org/DD2.0/Member/MemberAddress1/,2026-05-04T15:53:59Z
Member,MemberAddress2,MemberAddress2,Member Address 2,,String,50,,AgentAddress2,Active,Address Line 2 = [value],,,,"AMS , OM",Dirección de Miembro 2,Adresse du membre 2,8/9/2017,6/17/2021,,,83,285,344,https://dd.reso.org/DD2.0/Member/MemberAddress2/,2026-05-04T15:53:59Z
Member,MemberAlternateId,MemberAlternateId,Member Alternate ID,,String,50,,,Active,,,,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,3,9,344,https://dd.reso.org/DD2.0/Member/MemberAlternateId/,2026-05-04T15:53:59Z
Member,MemberAssociationComments,MemberAssociationComments,Member Association Comments,,String,500,,AgentAssociationComments,Active,,,,,AMS,Comentarios de Asociación de Miembro,Remarques de l’association sur le membre,8/9/2017,6/17/2021,,,11,38,344,https://dd.reso.org/DD2.0/Member/MemberAssociationComments/,2026-05-04T15:54:00Z
Member,MemberBillingPreference,MemberBillingPreference,Member Billing Preference,,"String List, Single",30,,,Active,,BillingPreference,Open with Enumerations,,AMS,,,7/25/2019,4/4/2023,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberBillingPreference/,2026-05-04T15:54:00Z
Member,MemberBio,MemberBio,Member Bio,,String,1024,,,Active,,,,,"AMS , OM",,,4/18/2023,4/18/2023,2.0.0,,11,39,344,https://dd.reso.org/DD2.0/Member/MemberBio/,2026-05-04T15:54:00Z
Member,MemberCarrierRoute,MemberCarrierRoute,Member Carrier Route,,String,9,,"AgentCarrierRoute, RR, CR",Active,,,,,"AMS , OM",Ruta Transportista de Miembro,Itinéraire de transport du membre,1/17/2017,6/17/2021,,,3,10,344,https://dd.reso.org/DD2.0/Member/MemberCarrierRoute/,2026-05-04T15:54:00Z
Member,MemberCity,MemberCity,Member City,,String,50,,AgentCity,Active,City = [value],,,,"AMS , OM",Ciudad de Miembro,Ville du membre,8/9/2017,6/17/2021,,,94,325,344,https://dd.reso.org/DD2.0/Member/MemberCity/,2026-05-04T15:54:00Z
Member,MemberCommitteeCount,MemberCommitteeCount,Member Committee Count,,Number,3,,,Active,,,,,AMS,,,7/25/2019,7/25/2019,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberCommitteeCount/,2026-05-04T15:54:00Z
Member,MemberCountry,MemberCountry,Member Country,,"String List, Single",2,,AgentCountry,Active,Country Name = [value],Country,Open with Enumerations,,"AMS , OM",País de Miembro,Pays du membre,8/9/2017,6/17/2021,,,31,108,344,https://dd.reso.org/DD2.0/Member/MemberCountry/,2026-05-04T15:54:00Z
Member,MemberCountyOrParish,MemberCountyOrParish,Member County Or Parish,,"String List, Single",50,,AgentCountyOrParish,Active,County = [value],CountyOrParish,Open,,"AMS , OM",Condado o Distrito de Miembro,Comté ou paroisse du membre,8/9/2017,6/17/2021,,,5,17,344,https://dd.reso.org/DD2.0/Member/MemberCountyOrParish/,2026-05-04T15:54:00Z
Member,MemberDesignation,MemberDesignation,Member Designation,,"String List, Multi",50,,AgentDesignation,Active,,MemberDesignation,Open with Enumerations,,"AMS , OM",Denominación de Miembro,Titre professionnel du membre,8/9/2017,3/27/2026,,,49,169,344,https://dd.reso.org/DD2.0/Member/MemberDesignation/,2026-05-04T15:54:00Z
Member,MemberDirectPhone,MemberDirectPhone,Member Direct Phone,,String,16,,AgentDirectPhone,Active,"Telephone Number Label = ""Direct"" Telephone Number = [value]",,,,"AMS , OM",Teléfono Directo de Miembro,Numéro de téléphone du membre,8/9/2017,6/17/2021,,,33,113,344,https://dd.reso.org/DD2.0/Member/MemberDirectPhone/,2026-05-04T15:54:00Z
Member,MemberEmail,MemberEmail,Member Email,,String,80,,AgentEmail,Active,Email Address = [value],,,,"IDX , AMS , OM",Email de Miembro,Courriel du membre,12/26/2018,6/17/2021,,,98,337,344,https://dd.reso.org/DD2.0/Member/MemberEmail/,2026-05-04T15:54:00Z
Member,MemberFax,MemberFax,Member Fax,,String,16,,AgentFax,Active,"Telephone Number Label = ""Fax"" Telephone Number = [value]",,,,"AMS , OM",Fax de Miembro,Numéro de télécopieur du membre,8/9/2017,6/17/2021,,,72,248,344,https://dd.reso.org/DD2.0/Member/MemberFax/,2026-05-04T15:54:00Z
Member,MemberFirstName,MemberFirstName,Member First Name,,String,50,,AgentFirstName,Active,,,,,"IDX , AMS , OM",Nombre de Miembro,Prénom du membre,12/26/2018,6/17/2021,,,99,339,344,https://dd.reso.org/DD2.0/Member/MemberFirstName/,2026-05-04T15:54:00Z
Member,MemberFullName,MemberFullName,Member Full Name,,String,150,,AgentFullName,Active,Full Name = [value],,,,"IDX , AMS , OM",Nombre Completo de Miembro,Nom au complet du membre,12/26/2018,6/17/2021,,,92,317,344,https://dd.reso.org/DD2.0/Member/MemberFullName/,2026-05-04T15:54:00Z
Member,MemberHomePhone,MemberHomePhone,Member Home Phone,,String,16,,AgentHomePhone,Active,"Telephone Number Label = ""Home"" Telephone Number = [value]",,,,"AMS , OM",Teléfono de Casa de Miembro,Numéro de téléphone du domicile du membre,8/9/2017,6/17/2021,,,52,179,344,https://dd.reso.org/DD2.0/Member/MemberHomePhone/,2026-05-04T15:54:00Z
Member,MemberIsAssistantTo,MemberIsAssistantTo,Member Is Assistant To,,String,50,,AgentIsAssistantTo,Active,,,,,"AMS , OM",El Miembro Asiste a,Le membre est l’adjoint de,8/9/2017,6/17/2021,1.5.0,,3,10,344,https://dd.reso.org/DD2.0/Member/MemberIsAssistantTo/,2026-05-04T15:54:01Z
Member,MemberKey,MemberKey,Member Key,,String,255,,AgentKey,Active,"Subaddress Type = ""Key"" Identifier = [value]",,,,"IDX , AMS , OM",Clave de Miembro,Clé du membre,12/26/2018,1/9/2022,,,97,333,344,https://dd.reso.org/DD2.0/Member/MemberKey/,2026-05-04T15:54:01Z
Member,MemberLanguages,MemberLanguages,Member Languages,,"String List, Multi",1024,,AgentLanguages,Active,,Languages,Open with Enumerations,,"AMS , OM",Idiomas de Miembro,Langues du membre,8/9/2017,6/17/2021,,,46,157,344,https://dd.reso.org/DD2.0/Member/MemberLanguages/,2026-05-04T15:54:01Z
Member,MemberLastName,MemberLastName,Member Last Name,,String,50,,AgentLastName,Active,,,,,"IDX , AMS , OM",Apellido de Miembro,Nom de famille du membre,12/26/2018,6/17/2021,,,98,338,344,https://dd.reso.org/DD2.0/Member/MemberLastName/,2026-05-04T15:54:01Z
Member,MemberLoginId,MemberLoginId,Member Login ID,,String,25,,AgentLoginId,Active,,,,,"IDX , AMS",ID de Inicio de Miembro,ID de connexion du membre,12/26/2018,6/17/2021,,,56,193,344,https://dd.reso.org/DD2.0/Member/MemberLoginId/,2026-05-04T15:54:01Z
Member,MemberMailOptOutYN,MemberMailOptOutYN,Member Mail Opt Out Y/N,,Boolean,,,,Active,,,,,AMS,,,7/25/2019,7/25/2019,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberMailOptOutYN/,2026-05-04T15:54:01Z
Member,MemberMiddleName,MemberMiddleName,Member Middle Name,,String,50,,AgentMiddleName,Active,,,,,"IDX , AMS , OM",Segundo Nombre de Miembro,Deuxième prénom du membre,12/26/2018,6/17/2021,,,77,264,344,https://dd.reso.org/DD2.0/Member/MemberMiddleName/,2026-05-04T15:54:01Z
Member,MemberMlsAccessYN,MemberMlsAccessYN,Member MLS Access Yes/No,,Boolean,,,AgentMlsAccessYN,Active,,,,,AMS,Acceso a MLS de Miembro SN,Accès du membre au MLS O/N,8/9/2017,6/17/2021,,,21,71,344,https://dd.reso.org/DD2.0/Member/MemberMlsAccessYN/,2026-05-04T15:54:01Z
Member,MemberMlsId,MemberMlsId,Member MLS ID,,String,25,,AgentMlsId,Active,,,,,"IDX , AMS",ID de MLS de Miembro,ID MLS du membre,12/26/2018,6/17/2021,,,96,331,344,https://dd.reso.org/DD2.0/Member/MemberMlsId/,2026-05-04T15:54:01Z
Member,MemberMlsSecurityClass,MemberMlsSecurityClass,Member MLS Security Class,,"String List, Single",25,,AgentMlsSecurityClass,Active,,MemberMlsSecurityClass,Open,,AMS,Clase de Seguridad de MLS de Miembro,Classe de sécurité MLS du membre,8/9/2017,6/17/2021,,,47,160,344,https://dd.reso.org/DD2.0/Member/MemberMlsSecurityClass/,2026-05-04T15:54:01Z
Member,MemberMobilePhone,MemberMobilePhone,Member Mobile Phone,,String,16,,AgentMobilePhone,Active,"Telephone Number Label = ""Mobile"" Telephone Number = [value]",,,,"AMS , OM",Teléfono Móvil de Miembro,Numéro de cellulaire du membre,8/9/2017,6/17/2021,,,88,303,344,https://dd.reso.org/DD2.0/Member/MemberMobilePhone/,2026-05-04T15:54:01Z
Member,MemberNamePrefix,MemberNamePrefix,Member Name Prefix,,String,10,,"AgentNamePrefix, Salutation, Title",Active,,,,,"AMS , OM",Prefijo Nombre de Miembro,Titre de civilité du membre,8/9/2017,6/17/2021,,,15,52,344,https://dd.reso.org/DD2.0/Member/MemberNamePrefix/,2026-05-04T15:54:01Z
Member,MemberNameSuffix,MemberNameSuffix,Member Name Suffix,,String,10,,AgentNameSuffix,Active,,,,,"IDX , AMS , OM",Sufijo Nombre de Miembro,Suffixe du nom du membre,12/26/2018,6/17/2021,,,20,69,344,https://dd.reso.org/DD2.0/Member/MemberNameSuffix/,2026-05-04T15:54:01Z
Member,MemberNationalAssociationEntryDate,MemberNationalAssociationEntryDate,Member National Association Entry Date,,Date,10,,,Active,,,,,AMS,,,7/25/2019,7/25/2019,2.0.0,,1,3,344,https://dd.reso.org/DD2.0/Member/MemberNationalAssociationEntryDate/,2026-05-04T15:54:01Z
Member,MemberNationalAssociationId,MemberNationalAssociationId,Member National Association ID,,String,25,,AgentNationalAssociationId,Active,,,,,"AMS , OM",ID de Asociación Nacional de Miembro,ID de l’association nationale du membre,8/9/2017,6/17/2021,,,91,313,344,https://dd.reso.org/DD2.0/Member/MemberNationalAssociationId/,2026-05-04T15:54:01Z
Member,MemberNickname,MemberNickname,Member Nickname,,String,50,,AgentNickname,Active,,,,,"IDX , AMS , OM",Apodo de Miembro,Surnom du membre,12/26/2018,6/17/2021,,,21,73,344,https://dd.reso.org/DD2.0/Member/MemberNickname/,2026-05-04T15:54:01Z
Member,MemberOfficePhone,MemberOfficePhone,Member Office Phone,,String,16,,AgentOfficePhone,Active,"Telephone Number Label = ""Work"" Telephone Number = [value]",,,,"AMS , OM",Teléfono de Despacho de Miembro,Numéro de téléphone du bureau du membre,8/9/2017,6/17/2021,,,68,234,344,https://dd.reso.org/DD2.0/Member/MemberOfficePhone/,2026-05-04T15:54:01Z
Member,MemberOfficePhoneExt,MemberOfficePhoneExt,Member Office Phone Ext,,String,10,,AgentOfficePhoneExt,Active,"Telephone Number Label = ""Work"" Telephone Extension = [value]",,,,"AMS , OM",Ext de Teléfono de Despacho de Miembro,Poste téléphonique du bureau du membre,8/9/2017,6/17/2021,,,45,156,344,https://dd.reso.org/DD2.0/Member/MemberOfficePhoneExt/,2026-05-04T15:54:01Z
Member,MemberOtherPhone,MemberOtherPhone,Member Other Phone,,Collection,,,,Active,,,,,"AMS , OM",,Autre numéro de téléphone du membre,12/26/2018,6/17/2021,1.7.0,OtherPhone,0,1,344,https://dd.reso.org/DD2.0/Member/MemberOtherPhone/,2026-05-04T15:54:01Z
Member,MemberOtherPhoneType,MemberOtherPhoneType,Member Other Phone Type,,"String List, Single",25,,AgentOtherPhoneType,Active,,MemberOtherPhoneType,Open with Enumerations,,"AMS , OM",Otro Tipo de Teléfono de Miembro,Type de l’autre numéro de téléphone du membre,8/9/2017,3/27/2026,,,1,2,344,https://dd.reso.org/DD2.0/Member/MemberOtherPhoneType/,2026-05-04T15:54:01Z
Member,MemberPager,MemberPager,Member Pager,,String,16,,AgentPager,Active,"Telephone Number Label = ""Pager"" Telephone Number = [value]",,,,"AMS , OM",Buscapersonas de Miembro,Téléavertisseur du membre,8/9/2017,6/17/2021,,,24,81,344,https://dd.reso.org/DD2.0/Member/MemberPager/,2026-05-04T15:54:01Z
Member,MemberPassword,MemberPassword,Member Password,,String,25,,AgentPassword,Active,,,,,"AMS , OM",Contraseña de Miembro,Mot de passe du membre,8/9/2017,6/17/2021,,,2,6,344,https://dd.reso.org/DD2.0/Member/MemberPassword/,2026-05-04T15:54:01Z
Member,MemberPhoneTTYTDD,MemberPhoneTTYTDD,Member Phone Tty/Tdd,,String,16,,AgentPhoneTTYTDD,Active,,,,,"AMS , OM",Teléfono TTYTDD de Miembro,Numéro de l’ATME/ATS du membre,8/9/2017,6/17/2021,,,,,,https://dd.reso.org/DD2.0/Member/MemberPhoneTTYTDD/,2026-05-04T15:54:01Z
Member,MemberPostalCode,MemberPostalCode,Member Postal Code,,String,10,,AgentPostalCode,Active,ZIP Code = [value],,,,"AMS , OM",Código Postal de Miembro,Code postal du membre,8/9/2017,6/17/2021,,,94,325,344,https://dd.reso.org/DD2.0/Member/MemberPostalCode/,2026-05-04T15:54:02Z
Member,MemberPostalCodePlus4,MemberPostalCodePlus4,Member Postal Code Plus 4,,String,4,,AgentPostalCodePlus4,Active,ZIP Plus 4 = [value],,,,"AMS , OM",Código Postal Más 4 de Miembro,Code postal du membre +4,8/9/2017,6/17/2021,,,43,149,344,https://dd.reso.org/DD2.0/Member/MemberPostalCodePlus4/,2026-05-04T15:54:02Z
Member,MemberPreferredMail,MemberPreferredMail,Member Preferred Mail,,"String List, Single",30,,,Active,,PreferredMail,Open with Enumerations,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberPreferredMail/,2026-05-04T15:54:02Z
Member,MemberPreferredMedia,MemberPreferredMedia,Member Preferred Media,,"String List, Single",30,,,Active,,PreferredMedia,Open with Enumerations,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberPreferredMedia/,2026-05-04T15:54:02Z
Member,MemberPreferredPhone,MemberPreferredPhone,Member Preferred Phone,,String,16,,AgentPreferredPhone,Active,"Priority = ""Primary"" Telephone Number = [value]",,,,"IDX , AMS , OM",Teléfono Preferido de Miembro,Numéro de téléphone préféré du membre,12/26/2018,6/17/2021,,,85,293,344,https://dd.reso.org/DD2.0/Member/MemberPreferredPhone/,2026-05-04T15:54:02Z
Member,MemberPreferredPhoneExt,MemberPreferredPhoneExt,Member Preferred Phone Ext,,String,10,,AgentPreferredPhoneExt,Active,"Priority = ""Primary"" Telephone Extension = [value]",,,,"IDX , AMS , OM",Ext de Teléfono Preferido de Miembro,Poste téléphonique du numéro préféré du membre,12/26/2018,6/17/2021,,,38,130,344,https://dd.reso.org/DD2.0/Member/MemberPreferredPhoneExt/,2026-05-04T15:54:02Z
Member,MemberPreferredPublication,MemberPreferredPublication,Member Preferred Publication,,"String List, Single",30,,,Active,,PreferredPublication,Open with Enumerations,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberPreferredPublication/,2026-05-04T15:54:02Z
Member,MemberPrimaryAorId,MemberPrimaryAorId,Member Primary AOR ID,,String,25,,,Active,,,,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,1,4,344,https://dd.reso.org/DD2.0/Member/MemberPrimaryAorId/,2026-05-04T15:54:02Z
Member,MemberSocialMedia,MemberSocialMedia,Member Social Media,,Collection,,,,Active,,,,,AMS,,Médias sociaux du membre,12/26/2018,6/17/2021,1.7.0,SocialMedia,,,,https://dd.reso.org/DD2.0/Member/MemberSocialMedia/,2026-05-04T15:54:02Z
Member,MemberStateLicense,MemberStateLicense,Member State License,,String,50,,AgentStateLicense,Active,Credential = [value],,,,"IDX , AMS , OM",Licencia Estatal de Miembro,Permis du membre,12/26/2018,6/17/2021,,,92,316,344,https://dd.reso.org/DD2.0/Member/MemberStateLicense/,2026-05-04T15:54:02Z
Member,MemberStateLicenseExpirationDate,MemberStateLicenseExpirationDate,Member State License Expiration Date,,Date,10,,,Active,,,,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,0,1,344,https://dd.reso.org/DD2.0/Member/MemberStateLicenseExpirationDate/,2026-05-04T15:54:02Z
Member,MemberStateLicenseState,MemberStateLicenseState,Member State License State,,"String List, Single",2,,AgentStateLicenseState,Active,Credential State = [value],StateOrProvince,Open with Enumerations,,"IDX , AMS , OM",Estado de Licencia Estatal de Miembro,État ou province de délivrance du permis du membre,12/26/2018,6/17/2021,,,16,54,344,https://dd.reso.org/DD2.0/Member/MemberStateLicenseState/,2026-05-04T15:54:02Z
Member,MemberStateLicenseType,MemberStateLicenseType,Member State License Type,,String,30,,,Active,,,,,"AMS , OM",,,7/25/2019,7/25/2019,2.0.0,,3,9,344,https://dd.reso.org/DD2.0/Member/MemberStateLicenseType/,2026-05-04T15:54:02Z
Member,MemberStateOrProvince,MemberStateOrProvince,Member State Or Province,,"String List, Single",2,,AgentStateOrProvince,Active,State = [value],StateOrProvince,Open with Enumerations,,"AMS , OM",Estado o Provincia de Miembro,État ou province du membre,8/9/2017,6/17/2021,,,95,326,344,https://dd.reso.org/DD2.0/Member/MemberStateOrProvince/,2026-05-04T15:54:02Z
Member,MemberStatus,MemberStatus,Member Status,,"String List, Single",25,,AgentStatus,Active,,MemberStatus,Open with Enumerations,,"IDX , AMS , OM",Estado de Miembro,Statut du membre,12/26/2018,6/17/2021,,,93,319,344,https://dd.reso.org/DD2.0/Member/MemberStatus/,2026-05-04T15:54:02Z
Member,MemberTollFreePhone,MemberTollFreePhone,Member Toll Free Phone,,String,16,,AgentTollFreePhone,Active,,,,,"AMS , OM",Teléfono Gratuito de Miembro,Numéro de téléphone sans frais du membre,8/9/2017,6/17/2021,,,24,84,344,https://dd.reso.org/DD2.0/Member/MemberTollFreePhone/,2026-05-04T15:54:02Z
Member,MemberTransferDate,MemberTransferDate,Member Transfer Date,,Date,10,,,Active,,,,,AMS,,,7/25/2019,7/25/2019,2.0.0,,3,11,344,https://dd.reso.org/DD2.0/Member/MemberTransferDate/,2026-05-04T15:54:02Z
Member,MemberType,MemberType,Member Type,,"String List, Single",50,,AgentType,Active,,MemberType,Open with Enumerations,,"AMS , OM",Tipo de Miembro,Type de membre,12/26/2018,6/17/2021,,,88,301,344,https://dd.reso.org/DD2.0/Member/MemberType/,2026-05-04T15:54:02Z
Member,MemberVoiceMail,MemberVoiceMail,Member Voice Mail,,String,16,,AgentVoiceMail,Active,,,,,"AMS , OM",Buzón de Voz de Miembro,Boîte vocale du membre,8/9/2017,6/17/2021,,,3,11,344,https://dd.reso.org/DD2.0/Member/MemberVoiceMail/,2026-05-04T15:54:02Z
Member,MemberVoiceMailExt,MemberVoiceMailExt,Member Voice Mail Ext,,String,10,,AgentVoiceMailExt,Active,,,,,"AMS , OM",Ext de Buzón de Voz de Miembro,Poste téléphonique de la boîte vocale du membre,8/9/2017,6/17/2021,,,1,4,344,https://dd.reso.org/DD2.0/Member/MemberVoiceMailExt/,2026-05-04T15:54:03Z
Member,MemberVotingPrecinct,MemberVotingPrecinct,Member Voting Precinct,,String,50,,,Active,,,,,AMS,,,7/25/2019,7/25/2019,2.0.0,,,,,https://dd.reso.org/DD2.0/Member/MemberVotingPrecinct/,2026-05-04T15:54:03Z
Member,ModificationTimestamp,ModificationTimestamp,Modification Timestamp,,Timestamp,27,,,Active,"Date Status = ""Modified"" Date = [value]",,,,"IDX , AMS , OM",Marca de Tiempo de Modificación,Heure et date de la modification,12/26/2018,6/17/2021,,,98,338,344,https://dd.reso.org/DD2.0/Member/ModificationTimestamp/,2026-05-04T15:54:03Z
